ACCTAGE,AGE,ATM,ATMAMT,BRANCH,CASHBK,CC,CCBAL,CCPURC,CD,CDBAL,CHECKS,CRSCORE,DDA,DDABAL,DEP,DEPAMT,DIRDEP,HMOWN,HMVAL,ILS,ILSBAL,INAREA,INCOME,INV,INVBAL,IRA,IRABAL,LOC,LOCBAL,LORES,MM,MMBAL,MMCRED,MOVED,MTG,MTGBAL,NSF,NSFAMT,PHONE,POS,POSAMT,RES,SAV,SAVBAL,SDB,TELLER,id,INS
0.9,30.0,1.0,589.24,B1,0.0,1.0,10374.49,0.0,0.0,0.0,6.0,662.0,1.0,600.33,2.0,1360.39,0.0,1.0,100.0,1.0,10088.17,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,4.0,4900,0.0
4.0,47.0,1.0,1539.53,B5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,672.0,1.0,210.33,4.0,1120.77,0.0,0.0,117.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,228.73,S,0.0,0.0,0.0,0.0,3520,0.0
,44.0,1.0,5916.68,B14,0.0,,,,0.0,0.0,18.0,657.0,1.0,469.77,7.0,4217.01,0.0,0.0,118.0,0.0,0.0,1.0,39.0,,,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,R,1.0,3.46,0.0,0.0,678,0.0
7.8,45.0,1.0,2119.62,B3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,641.0,1.0,4024.52,2.0,1784.41,0.0,1.0,96.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,3.0,6769,0.0
2.2,55.0,1.0,459.38,B16,1.0,0.0,0.0,0.0,0.0,0.0,2.0,720.0,1.0,832.09,4.0,1424.27,1.0,1.0,104.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,297.14,U,1.0,0.6,0.0,0.0,8701,0.0
29.0,34.0,0.0,0.0,B4,0.0,1.0,57321.15,2.0,0.0,0.0,7.0,645.0,1.0,714.28,3.0,1854.3,0.0,1.0,83.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,1.0,60857.35,0.0,0.0,0.0,7.0,332.26,S,1.0,5320.21,0.0,4.0,655,0.0
4.3,52.0,1.0,88.68,B4,0.0,0.0,0.0,0.0,1.0,7300.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,14938.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,271.03,0.0,0.0,6337,1.0
18.2,,0.0,0.0,B2,0.0,1.0,41124.14,0.0,1.0,32500.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,,,1.0,12783.81,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,4569,0.0
3.6,55.0,0.0,0.0,B2,0.0,1.0,106895.57,2.0,0.0,0.0,0.0,621.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,15048.28,0.0,0.0,1.0,117631.44,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,5546,0.0
2.7,,1.0,453.15,B4,0.0,1.0,73.78,0.0,0.0,0.0,0.0,575.0,1.0,59.94,1.0,207.1,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,9682.41,1.0,0.0,3749,1.0
52.0,,0.0,0.0,B3,0.0,0.0,0.0,0.0,1.0,18600.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,7635.73,0.0,0.0,8313,0.0
7.9,,1.0,2059.38,B2,0.0,1.0,404.97,0.0,0.0,0.0,7.0,622.0,1.0,886.06,2.0,2012.2,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15595.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,1.0,0.0,9423,1.0
0.8,,0.0,0.0,B15,0.0,,,,0.0,0.0,1.0,718.0,1.0,609.04,0.0,0.0,0.0,,,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,1.0,7521,0.0
3.3,55.0,1.0,1542.39,B18,0.0,,,,0.0,0.0,3.0,719.0,1.0,465.15,3.0,1065.21,0.0,0.0,102.0,0.0,0.0,1.0,14.0,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,S,0.0,0.0,0.0,0.0,10089,0.0
0.4,48.0,1.0,194.07,B6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,690.0,1.0,933.47,3.0,1566.77,1.0,1.0,123.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,71.61,U,0.0,0.0,0.0,0.0,7700,0.0
4.2,57.0,1.0,3790.89,B5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,697.0,1.0,1278.59,3.0,1008.5,0.0,1.0,100.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,1475.62,0.0,0.0,8616,1.0
3.9,42.0,0.0,0.0,B8,0.0,1.0,41095.56,1.0,0.0,0.0,0.0,663.0,1.0,17053.85,1.0,449.21,0.0,1.0,129.0,1.0,11690.24,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,471.29,0.0,0.0,7999,1.0
3.9,58.0,1.0,0.0,B16,0.0,1.0,1033.95,1.0,0.0,0.0,9.0,624.0,1.0,1080.12,5.0,4786.81,1.0,1.0,106.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,164.27,R,1.0,4822.36,0.0,1.0,5262,1.0
0.7,50.0,0.0,0.0,B5,0.0,1.0,7975.88,0.0,0.0,0.0,4.0,632.0,1.0,786.47,2.0,1383.86,0.0,1.0,94.0,1.0,10303.25,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,1.0,2586,1.0
17.5,44.0,1.0,2070.51,B12,0.0,1.0,16013.28,0.0,0.0,0.0,10.0,671.0,1.0,1595.13,4.0,2683.39,1.0,0.0,95.0,1.0,10262.28,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,203.75,S,0.0,0.0,0.0,0.0,4417,0.0
19.4,54.0,0.0,0.0,B5,0.0,1.0,3492.54,0.0,0.0,0.0,12.0,716.0,1.0,201.68,4.0,1745.91,1.0,0.0,98.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,7.0,3771,0.0
4.4,25.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,2831,1.0
,,1.0,522.82,B7,0.0,1.0,474.93,0.0,0.0,0.0,14.0,621.0,1.0,8441.74,2.0,3171.18,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,9353.18,0.0,0.0,8473,1.0
12.2,43.0,1.0,321.37,B6,0.0,1.0,215.81,2.0,0.0,0.0,9.0,694.0,1.0,1279.32,3.0,1819.05,1.0,1.0,91.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,15820.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,258.02,0.0,2.0,7385,1.0
24.0,53.0,0.0,0.0,B17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,8420,1.0
,28.0,1.0,928.36,B4,0.0,1.0,97.37,0.0,0.0,0.0,9.0,616.0,1.0,645.48,3.0,2353.24,0.0,1.0,132.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,200.8,U,1.0,11820.15,0.0,3.0,3924,1.0
6.1,48.0,0.0,0.0,B3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675.0,1.0,9108.0,1.0,390.94,0.0,0.0,146.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,15112.43,0.0,6.0,1131,1.0
,,1.0,1478.64,B15,0.0,,,,0.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,R,1.0,76839.03,0.0,0.0,9257,1.0
0.4,47.0,0.0,0.0,B1,0.0,1.0,34.51,0.0,0.0,0.0,0.0,604.0,1.0,114.13,0.0,0.0,0.0,0.0,117.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,2770.82,0.0,0.0,1256,1.0
2.0,70.0,1.0,5.54,B1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,714.0,1.0,2.68,2.0,218.7,0.0,0.0,104.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,3.0,9300,0.0
5.5,61.0,1.0,3964.32,B4,0.0,1.0,8865.22,0.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,1.0,25.0,0.0,0.0,1.0,842.8,1.0,8772.87,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,290.25,0.0,0.0,2265,1.0
13.2,,1.0,1191.56,B3,0.0,1.0,4.99,1.0,0.0,0.0,2.0,698.0,1.0,1758.94,3.0,2279.63,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,201.46,0.0,0.0,8808,0.0
0.3,,1.0,1125.19,B2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,626.0,1.0,4993.99,1.0,4863.36,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,4.0,4190,1.0
1.3,30.0,0.0,0.0,B7,0.0,1.0,233.69,0.0,1.0,5400.0,0.0,652.0,0.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,4370.92,0.0,0.0,9900,0.0
3.7,,1.0,1027.22,B2,0.0,1.0,20126.0,0.0,0.0,0.0,20.0,671.0,1.0,105.43,4.0,4251.67,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,14450.45,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,U,0.0,0.0,0.0,2.0,1803,0.0
4.5,73.0,1.0,4251.85,B2,0.0,1.0,3813.91,0.0,0.0,0.0,3.0,748.0,1.0,1320.91,3.0,3542.47,0.0,0.0,97.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,232.51,U,1.0,12676.97,0.0,0.0,502,1.0
24.1,69.0,1.0,5000.7,B2,0.0,1.0,6711.97,0.0,0.0,0.0,5.0,735.0,1.0,1563.64,4.0,3807.95,0.0,0.0,93.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,8220,0.0
4.3,21.0,0.0,0.0,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,1.0,124.73,0.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,2767.39,0.0,0.0,2330,0.0
14.7,,0.0,0.0,B2,0.0,1.0,11.53,0.0,1.0,52500.0,1.0,620.0,1.0,16403.91,5.0,1391.59,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,10587,1.0
,67.0,1.0,95.4,B4,0.0,1.0,145820.4,0.0,0.0,0.0,10.0,716.0,1.0,4121.59,2.0,3458.5,0.0,1.0,107.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,162759.05,0.0,0.0,0.0,0.0,0.0,S,1.0,86.73,0.0,1.0,7604,0.0
0.7,49.0,0.0,0.0,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,1.0,30.13,1.0,135.38,0.0,1.0,100.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,3165,0.0
2.5,17.0,1.0,1032.13,B6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,620.0,1.0,39.12,4.0,874.24,1.0,0.0,129.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.44,3.0,10.0,127.47,U,1.0,0.89,0.0,5.0,3712,0.0
20.3,,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,1.0,23331.98,1.0,2.04,0.0,0.0,,1.0,15045.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,6568,0.0
3.5,,1.0,0.0,B1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738.0,1.0,636.13,3.0,1766.53,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,7.99,0.0,1.0,2321,0.0
4.5,44.0,0.0,0.0,B16,0.0,0.0,0.0,0.0,0.0,0.0,6.0,670.0,1.0,3513.29,2.0,1840.17,0.0,1.0,123.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,1.0,8.0,1382,1.0
9.3,40.0,0.0,0.0,B1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,727.0,1.0,755.37,2.0,1048.44,1.0,1.0,109.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,2547.64,1.0,3.0,7847,0.0
1.0,27.0,1.0,3388.73,B2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,663.0,1.0,4326.91,4.0,5368.06,0.0,0.0,107.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,19.79,1.0,1.0,6774,0.0
20.0,,0.0,0.0,B2,0.0,1.0,22915.23,1.0,0.0,0.0,0.0,678.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,24008.36,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,1.0,0.0,5641,0.0
3.8,23.0,0.0,0.0,B5,0.0,1.0,68224.91,0.0,0.0,0.0,11.0,581.0,1.0,191.2,3.0,1618.02,1.0,0.0,130.0,1.0,10232.43,1.0,55.0,0.0,0.0,0.0,0.0,1.0,12128.44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,3.0,8800,0.0
4.8,54.0,0.0,0.0,B11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,10410,0.0
1.2,,1.0,6612.3,B4,0.0,1.0,0.0,1.0,0.0,0.0,3.0,668.0,1.0,5418.86,3.0,5010.21,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,7557.21,1.0,0.0,10192,1.0
4.7,54.0,0.0,0.0,B9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,740.0,1.0,821.22,3.0,1512.66,0.0,0.0,124.0,0.0,0.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S,0.0,0.0,0.0,3.0,9890,0.0
3.3,52.0,1.0,99.56,B2,0.0,0.0,0.0,0.0,1.0,12500.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,4764.16,0.0,0.0,210,1.0
1.1,,0.0,0.0,B2,0.0,1.0,139.41,0.0,0.0,0.0,0.0,686.0,1.0,2164.73,1.0,19.72,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,144.76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,2654,0.0
3.8,64.0,1.0,2219.62,B14,0.0,,,,0.0,0.0,3.0,642.0,1.0,96.27,4.0,1615.35,0.0,1.0,84.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,R,1.0,2329.24,0.0,1.0,2498,0.0
4.8,23.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,17.0,591.0,1.0,7918.23,3.0,4997.9,0.0,0.0,129.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,1043.33,0.0,4.0,2724,0.0
6.7,50.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,741.0,1.0,356.46,2.0,824.02,0.0,1.0,87.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,2.0,6496,0.0
45.0,,0.0,0.0,B6,0.0,1.0,67.84,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,92.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,5933,1.0
4.2,61.0,0.0,0.0,B16,0.0,1.0,125744.74,2.0,0.0,0.0,10.0,713.0,1.0,890.26,3.0,2504.39,1.0,1.0,78.0,1.0,10078.33,1.0,10.0,0.0,0.0,0.0,0.0,1.0,9.38,8.0,0.0,0.0,0.0,0.0,1.0,86299.67,0.0,0.0,0.0,0.0,0.0,R,1.0,331.3,0.0,0.0,9296,0.0
6.3,42.0,1.0,341.7,B3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,649.0,1.0,-16.53,2.0,1114.73,1.0,0.0,94.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.1,2.0,2.0,89.35,S,0.0,0.0,0.0,1.0,3022,0.0
,,1.0,494.04,B2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,554.0,1.0,3559.36,2.0,3207.21,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,S,0.0,0.0,0.0,1.0,9834,0.0
0.6,26.0,1.0,983.52,B3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,605.0,1.0,364.25,8.0,3470.42,1.0,0.0,115.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.46,1.0,4.0,220.64,S,1.0,453.99,0.0,0.0,2469,0.0
6.4,19.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15078.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,7737,1.0
7.5,,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,1778,0.0
,64.0,0.0,0.0,B1,0.0,1.0,7292.21,0.0,0.0,0.0,10.0,637.0,1.0,217.49,2.0,2425.87,0.0,1.0,95.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.14,0.0,0.0,0.0,R,1.0,135.53,0.0,11.0,8270,1.0
11.8,,0.0,0.0,B16,0.0,1.0,0.0,0.0,0.0,0.0,12.0,,1.0,3397.61,3.0,2834.48,1.0,0.0,133.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,43.05,0.0,2.0,6113,0.0
0.5,55.0,1.0,2385.98,B4,0.0,1.0,1448.41,0.0,0.0,0.0,12.0,730.0,1.0,1907.33,5.0,4193.5,1.0,1.0,92.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,665.03,0.0,0.0,801,0.0
0.3,33.0,1.0,324.1,B4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,630.0,1.0,224.03,2.0,252.08,0.0,1.0,90.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,471.93,0.0,0.0,2279,0.0
2.8,51.0,0.0,0.0,B2,0.0,1.0,74865.33,0.0,0.0,0.0,3.0,654.0,1.0,3365.41,1.0,2116.37,1.0,1.0,148.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,17274.58,0.0,0.0,1.0,86653.55,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,3665,1.0
1.2,,1.0,351.7,B2,0.0,1.0,224238.29,1.0,0.0,0.0,26.0,623.0,1.0,5059.75,10.0,31471.06,1.0,1.0,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,78966.55,,0.0,0.0,0.0,0.0,1.0,146853.11,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,1.0,6.0,9885,1.0
3.6,,1.0,381.03,B17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,710.0,1.0,2910.03,2.0,1289.35,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,2.0,2736,0.0
4.6,48.0,0.0,0.0,B14,0.0,,,,0.0,0.0,9.0,658.0,1.0,577.87,4.0,2290.66,0.0,0.0,110.0,0.0,0.0,1.0,13.0,,,0.0,0.0,0.0,0.0,5.0,1.0,15224.96,1.0,0.0,0.0,0.0,0.0,0.0,,,,S,1.0,995.69,1.0,4.0,1789,0.0
1.8,,1.0,1236.56,B18,0.0,,,,0.0,0.0,1.0,655.0,1.0,1710.34,1.0,1036.36,0.0,,,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,1.0,2873.42,0.0,0.0,3097,0.0
